neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,desc_word_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price
South of Market,37.77329,-122.42053,Entire home/apt,2,64,4.86,t,28,363,16,42,0.5,0.5,0.5,4.941642422609304
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,1,4.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
Financial District,37.79839,-122.3991,Entire home/apt,2,0,0.0,f,30,365,12,79,0.5,0.5,0.5,6.263398262591624
Castro/Upper Market,37.76347,-122.44245,Private room,2,199,4.95,t,7,172,41,75,0.5,0.5,0.5,5.062595033026967
Bernal Heights,37.74295,-122.41895,Entire home/apt,6,45,4.98,f,0,35,82,52,0.5,0.25,0.5,6.249975242259483
Western Addition,37.7727,-122.43095,Private room,2,6,4.67,f,0,148,51,64,0.5,1.0,0.5,4.605170185988092
Noe Valley,37.74916,-122.43629,Entire home/apt,5,28,5.0,f,0,269,45,76,0.6,0.4,0.4,6.638567789166521
Excelsior,37.73248,-122.40603,Private room,2,12,4.67,f,20,170,37,51,0.5,1.0,0.5,3.9512437185814275
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,46,0.5,0.5,0.5,5.572154032177765
Western Addition,37.78408,-122.44227,Entire home/apt,4,50,4.74,f,0,243,56,85,0.25,0.25,0.5,5.099866427824199
Russian Hill,37.7991,-122.42241,Entire home/apt,2,0,0.0,f,23,358,9,26,0.5,0.5,0.5,5.41610040220442
Outer Richmond,37.78196,-122.4922,Entire home/apt,2,276,4.98,t,3,78,36,90,0.0,0.5,1.0,5.081404364984463
South of Market,37.78836,-122.39124,Entire home/apt,2,13,4.85,f,1,226,37,60,0.0,0.5,0.5,4.68213122712422
Nob Hill,37.79141385609879,-122.41350514057385,Private room,4,10,4.8,f,0,320,31,80,0.5,0.5,0.5,6.135564891081739
Mission,37.74977,-122.40941,Entire home/apt,3,2,5.0,f,0,260,35,82,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.700480365792417
Downtown/Civic Center,37.78931,-122.41418,Entire home/apt,6,0,0.0,t,30,68,10,50,0.3333333333333333,0.3333333333333333,0.5,5.58724865840025
Haight Ashbury,37.77181201046846,-122.4496192570482,Entire home/apt,4,2,5.0,t,1,150,55,28,0.25,0.25,0.5,5.298317366548036
Noe Valley,37.75138,-122.4413,Entire home/apt,2,49,4.76,t,0,228,55,49,0.5,0.5,0.5,4.976733742420574
Marina,37.79655,-122.43357,Entire home/apt,2,10,4.8,t,0,256,34,73,0.0,0.5,1.0,4.787491742782046
Outer Richmond,37.77927,-122.48432,Entire home/apt,4,13,4.77,t,0,304,58,75,0.25,0.25,0.5,5.135798437050262
Outer Richmond,37.77404,-122.50783,Entire home/apt,2,308,4.9,t,9,9,46,63,0.0,0.5,0.5,4.770684624465665
Inner Richmond,37.7765659,-122.4663726,Entire home/apt,4,0,0.0,f,28,57,19,14,0.75,0.375,1.0,5.123963979403259
South of Market,37.7742931,-122.3912079,Entire home/apt,3,26,4.96,t,15,257,62,55,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.095824562432225
South of Market,37.77856,-122.40943,Private room,2,2,4.5,f,0,186,21,69,0.5,1.0,1.0,3.6888794541139363
Outer Sunset,37.75927,-122.47856,Entire home/apt,3,6,5.0,f,30,365,46,80,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.23410650459726
South of Market,37.77243410000001,-122.3972595,Entire home/apt,3,8,4.88,f,0,241,63,72,0.3333333333333333,0.5,0.0,5.8971538676367405
Inner Sunset,37.76344,-122.47519,Entire home/apt,2,332,4.96,t,2,109,36,79,0.5,0.5,0.5,4.867534450455582
Outer Sunset,37.74846,-122.48869,Private room,2,72,4.75,t,4,43,40,85,0.5,0.5,0.5,4.143134726391533
Marina,37.79712,-122.44556,Entire home/apt,4,9,5.0,f,0,258,50,14,0.75,0.5,0.75,5.926926025970411
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,1,5.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
Crocker Amazon,37.71047,-122.4433,Private room,2,11,4.91,t,29,269,59,56,0.5,0.5,0.5,4.189654742026425
North Beach,37.8054714,-122.4168419,Entire home/apt,4,0,0.0,f,27,357,45,70,0.0,0.25,0.25,6.210600077024653
South of Market,37.7743227,-122.410099,Entire home/apt,4,0,0.0,f,0,279,38,73,0.5,0.25,1.0,4.912654885736052
South of Market,37.7726424,-122.393188,Entire home/apt,2,11,5.0,t,4,297,56,74,0.5,0.5,0.5,5.771441123130016
South of Market,37.77572,-122.40955,Private room,2,217,4.99,t,11,132,58,77,0.5,0.5,0.5,4.574710978503383
Mission,37.76655,-122.42087,Entire home/apt,3,9,4.56,f,2,335,57,82,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.60947179518496
Pacific Heights,37.79288,-122.43086,Entire home/apt,2,264,4.98,t,3,61,45,67,0.0,0.5,0.5,5.780743515792329
Chinatown,37.79515,-122.4067,Private room,4,28,5.0,t,22,254,67,73,0.25,0.375,0.25,6.1224928095143865
Visitacion Valley,37.7136553,-122.3997598,Entire home/apt,4,31,4.97,t,14,248,52,87,0.5,0.5,0.5,5.181783550292085
Ocean View,37.72169,-122.4624,Entire home/apt,4,0,0.0,f,27,59,34,60,0.5,0.25,0.5,4.709530201312334
Noe Valley,37.74639,-122.42864,Entire home/apt,3,181,4.81,t,15,340,45,82,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.0689042022202315
Inner Richmond,37.77859,-122.4664,Entire home/apt,2,112,4.98,t,4,90,37,83,0.5,0.5,0.5,4.990432586778736
Noe Valley,37.74929,-122.42732,Entire home/apt,6,43,4.93,f,0,10,58,72,0.6666666666666666,0.3333333333333333,0.6666666666666666,7.24422751560335
Marina,37.80151,-122.42562,Hotel room,2,0,0.0,f,29,364,24,45,0.5,0.5,0.0,5.976350909297934
Bayview,37.73616,-122.39013,Private room,2,1,5.0,t,24,144,38,9,0.5,1.0,0.5,3.8066624897703196
Downtown/Civic Center,37.77512,-122.42004,Entire home/apt,2,13,5.0,f,1,336,37,36,0.5,0.5,0.5,5.075173815233827
Inner Sunset,37.76535,-122.46427,Entire home/apt,4,58,4.97,f,8,144,41,82,0.5,0.25,0.5,6.030685260261263
South of Market,37.77766,-122.4143,Hotel room,2,0,0.0,f,24,339,23,44,0.5,0.5,0.0,5.342334251964811
South of Market,37.77441,-122.40162,Entire home/apt,5,24,5.0,t,12,249,65,75,0.4,0.4,0.6,6.0330862217988015
Potrero Hill,37.75675582885742,-122.4001693725586,Private room,2,413,4.91,t,7,245,51,53,0.5,0.5,0.5,5.181783550292085
Haight Ashbury,37.76395,-122.44767,Private room,2,252,4.99,f,12,275,31,18,0.5,0.5,0.5,5.062595033026967
Financial District,37.7882187,-122.4030532,Entire home/apt,6,1,5.0,t,4,297,42,68,0.3333333333333333,0.3333333333333333,0.5,7.007600613951853
Downtown/Civic Center,37.78706350652868,-122.41080558156852,Private room,2,0,0.0,f,0,269,16,44,0.5,0.5,0.5,4.143134726391533
Noe Valley,37.74642,-122.43032,Entire home/apt,8,7,4.86,f,0,223,67,72,0.5,0.375,0.625,6.763884908562435
Castro/Upper Market,37.76765420599813,-122.43855620447458,Entire home/apt,6,98,4.99,t,11,224,53,68,0.5,0.4166666666666667,0.5,6.220590170099739
Western Addition,37.77157,-122.42977,Private room,2,220,4.68,f,17,138,43,59,0.5,0.5,0.5,4.290459441148391
Excelsior,37.71745,-122.42917,Private room,2,104,4.75,t,11,238,12,12,0.5,0.5,0.5,4.007333185232471
Bayview,37.7188123503473,-122.39544255623308,Entire home/apt,5,1,5.0,t,17,295,49,37,0.4,0.2,0.6,4.90527477843843
Marina,37.79683,-122.43497,Entire home/apt,4,4,4.5,f,0,335,17,36,0.5,0.5,0.5,5.966146739123692
Mission,37.7604222497624,-122.40844156593464,Entire home/apt,3,0,0.0,f,23,83,15,76,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.298317366548036
Bernal Heights,37.74503,-122.41992,Entire home/apt,3,324,4.93,t,3,55,22,92,0.0,0.3333333333333333,0.3333333333333333,4.553876891600541
Outer Sunset,37.7548113,-122.4902623,Entire home/apt,6,151,4.87,t,19,291,61,84,0.5,0.25,0.5,5.805134968916488
Western Addition,37.77423477172852,-122.42544555664062,Entire home/apt,2,252,4.89,t,6,42,55,85,0.5,0.5,0.5,5.1298987149230735
Crocker Amazon,37.71263,-122.44408,Private room,2,254,4.94,t,9,37,31,81,0.5,0.5,0.5,4.189654742026425
Outer Richmond,37.77856,-122.50215,Private room,2,269,4.82,t,16,349,18,92,0.5,0.5,0.5,4.330733340286331
Haight Ashbury,37.77291,-122.45231,Entire home/apt,6,54,4.96,t,0,71,77,77,0.3333333333333333,0.16666666666666666,0.6666666666666666,6.0063531596017325
Outer Sunset,37.75158,-122.50741,Entire home/apt,4,5,5.0,t,27,84,20,79,0.5,0.5,0.5,5.298317366548036
Downtown/Civic Center,37.781231929823775,-122.41269754088046,Entire home/apt,2,2,4.0,f,0,273,63,66,0.5,0.5,0.5,5.14166355650266
Western Addition,37.77452299999999,-122.4280389,Private room,1,15,5.0,t,1,126,14,88,1.0,1.0,1.0,4.605170185988092
Mission,37.75041,-122.40685,Entire home/apt,4,0,0.0,f,16,140,12,78,0.25,0.25,0.25,5.135798437050262
Bernal Heights,37.73764534296442,-122.41239049464684,Entire home/apt,6,0,0.0,f,30,203,31,71,0.5,0.5,0.5,5.940171252720432
Outer Mission,37.72261,-122.44019,Private room,3,144,4.65,f,9,159,26,49,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.9318256327243257
Inner Richmond,37.7756496,-122.4701316,Entire home/apt,4,5,4.4,f,0,275,26,5,0.5,0.25,0.5,4.976733742420574
Outer Sunset,37.74853,-122.50151,Entire home/apt,2,14,5.0,t,29,303,50,60,0.5,0.5,0.5,5.2574953720277815
Visitacion Valley,37.71342,-122.41028,Private room,4,300,4.91,t,5,203,29,41,0.25,0.25,0.5,4.0943445622221
Nob Hill,37.79021,-122.41923,Private room,2,3,5.0,f,0,244,10,57,0.5,0.5,0.5,4.787491742782046
Outer Mission,37.71275,-122.45263,Private room,1,9,4.56,f,1,336,27,69,1.0,2.0,1.0,3.828641396489095
Outer Richmond,37.7773,-122.49425,Entire home/apt,2,0,0.0,f,29,364,37,68,0.5,0.5,0.5,4.787491742782046
Marina,37.79759,-122.42398,Private room,2,115,4.45,f,29,259,21,14,0.5,0.5,0.5,4.762173934797756
Mission,37.7539,-122.42339,Private room,1,132,4.79,f,3,223,26,59,1.0,1.5,1.0,4.532599493153256
Outer Mission,37.722122888314175,-122.44960600774154,Private room,2,2,1.5,f,29,364,23,56,0.5,0.5,0.5,3.8501476017100584
Outer Mission,37.71144,-122.44691,Private room,2,28,4.11,f,30,270,14,36,0.5,0.5,0.5,4.189654742026425
Castro/Upper Market,37.76136,-122.44253,Entire home/apt,2,14,4.93,f,30,365,21,49,0.0,0.5,0.5,5.0106352940962555
Downtown/Civic Center,37.78535,-122.4175,Entire home/apt,2,6,4.17,f,24,359,49,71,0.5,0.5,0.5,4.919980925828125
Mission,37.74971,-122.4155,Entire home/apt,10,140,4.89,t,5,21,39,71,0.4,0.4,0.5,6.354370040797351
Outer Sunset,37.76329,-122.47808,Private room,1,8,4.63,f,29,364,25,32,1.0,1.0,1.0,3.9889840465642745
Outer Sunset,37.7593902,-122.5060959,Entire home/apt,7,180,4.95,t,16,241,57,71,0.42857142857142855,0.21428571428571427,0.5714285714285714,6.049733455231958
Potrero Hill,37.7611051,-122.4026142,Entire home/apt,2,4,5.0,t,27,238,29,91,0.5,0.5,0.5,4.9344739331306915
Outer Mission,37.71383,-122.45033,Private room,1,11,4.45,f,27,362,27,43,1.0,1.0,1.0,4.343805421853684
South of Market,37.78662,-122.39278,Entire home/apt,2,1,5.0,t,4,226,68,36,0.5,0.5,0.5,5.5909869805108565
Noe Valley,37.7548,-122.43413,Private room,2,429,4.84,t,4,112,15,42,0.5,0.5,0.5,4.663439094112067
Downtown/Civic Center,37.7787601,-122.4222545,Entire home/apt,2,1,5.0,f,23,220,34,54,0.0,0.0,0.5,4.919980925828125
Western Addition,37.78576,-122.42521,Private room,2,5,5.0,t,19,343,36,76,0.5,0.5,0.5,5.117993812416755
Outer Richmond,37.7774,-122.50255,Entire home/apt,4,316,4.44,f,22,249,42,70,0.25,0.25,0.5,5.375278407684165
Western Addition,37.77773,-122.43893,Entire home/apt,1,62,4.69,t,0,272,21,45,1.0,1.0,2.0,4.406719247264253
Nob Hill,37.79017,-122.41383,Entire home/apt,4,120,4.84,t,18,333,55,50,0.25,0.125,0.5,5.703782474656201
Excelsior,37.72344,-122.43174,Entire home/apt,6,214,4.86,t,0,64,52,72,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.19295685089021
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,1,4.0,f,30,365,35,62,0.5,0.5,0.5,5.572154032177765
Russian Hill,37.79932,-122.41973,Entire home/apt,4,5,4.6,f,29,364,8,22,0.5,0.25,0.5,6.309918278226516
Potrero Hill,37.7551407,-122.3990095,Entire home/apt,4,1,4.0,f,0,164,14,61,0.5,0.5,0.0,5.4638318050256105
Outer Sunset,37.74883,-122.48879,Entire home/apt,4,7,4.86,f,11,254,52,71,0.5,0.25,0.5,5.19295685089021
Outer Sunset,37.74689,-122.48599,Entire home/apt,4,4,5.0,t,13,136,40,77,0.5,0.25,0.5,5.099866427824199
Western Addition,37.77848,-122.44118,Private room,2,333,4.97,t,12,15,68,79,0.5,0.5,0.5,4.74493212836325
Downtown/Civic Center,37.78614958782643,-122.40925872883606,Private room,2,1,5.0,f,1,74,24,30,0.5,0.5,0.5,5.958424693029782
Inner Richmond,37.77643446823986,-122.4703525163174,Entire home/apt,2,427,4.91,t,3,12,38,48,0.5,0.5,1.0,5.176149732573829
Inner Richmond,37.77872,-122.47531,Entire home/apt,8,23,5.0,f,0,296,57,84,0.375,0.25,0.625,6.161207321695077
Noe Valley,37.75342,-122.4357,Entire home/apt,6,3,5.0,f,0,126,36,77,0.5,0.25,0.6666666666666666,6.230481447578482
Nob Hill,37.79001,-122.41051,Entire home/apt,2,0,0.0,f,28,363,46,70,0.5,0.5,0.5,6.021023349349527
Marina,37.804222928760296,-122.44025591013455,Entire home/apt,2,1,5.0,f,0,59,15,77,0.0,0.5,0.5,5.220355825078324
Noe Valley,37.75117,-122.42567,Private room,1,63,4.93,f,2,337,7,0,1.0,0.5,1.0,4.605170185988092
Chinatown,37.79218,-122.40778,Private room,2,76,4.75,f,17,146,20,22,0.5,0.75,0.5,5.153291594497779
Haight Ashbury,37.77513415985184,-122.43851670674592,Entire home/apt,4,8,4.88,f,1,6,33,58,0.25,0.25,0.5,5.170483995038151
Western Addition,37.7731,-122.424394,Entire home/apt,3,3,5.0,f,0,117,43,30,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.220355825078324
Nob Hill,37.79343,-122.41323,Entire home/apt,4,42,5.0,t,5,304,63,63,0.25,0.25,0.5,5.805134968916488
Mission,37.770357678900496,-122.4223977022981,Entire home/apt,4,0,0.0,f,0,87,7,46,0.5,0.25,0.5,5.198497031265826
Russian Hill,37.80201,-122.41891,Entire home/apt,2,158,4.67,t,0,81,30,38,0.5,0.5,1.0,4.969813299576001
Outer Richmond,37.77817,-122.50428,Private room,2,405,4.81,t,13,323,44,73,0.5,0.5,0.5,4.6913478822291435
Nob Hill,37.79108,-122.42006,Private room,1,193,4.74,f,29,359,23,37,0.0,1.0,1.0,4.882801922586371
Downtown/Civic Center,37.78605,-122.41613,Entire home/apt,2,1,4.0,f,14,254,24,67,0.0,0.5,0.5,4.356708826689592
Pacific Heights,37.79702,-122.4241,Private room,4,448,4.6,f,0,321,20,30,0.25,0.25,0.5,5.0106352940962555
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,49,0.5,0.5,0.5,5.572154032177765
Mission,37.75841971875468,-122.42526367306712,Private room,2,3,5.0,f,3,47,34,75,0.5,0.5,1.0,5.181783550292085
South of Market,37.77766,-122.4143,Hotel room,8,0,0.0,f,26,348,23,44,0.25,0.25,0.0,5.961005339623274
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,34,46,0.5,0.5,0.5,5.572154032177765
Russian Hill,37.79825,-122.41366,Entire home/apt,4,122,4.94,f,0,108,48,163,0.5,0.25,0.5,4.90527477843843
Downtown/Civic Center,37.78937,-122.40726,Entire home/apt,2,13,4.69,t,14,14,35,81,0.0,0.5,1.0,4.897839799950911
Twin Peaks,37.75192,-122.45106,Entire home/apt,5,153,4.93,t,13,329,44,85,0.6,0.4,1.0,5.87493073085203
South of Market,37.7776592,-122.4142959,Hotel room,2,0,0.0,f,26,348,23,42,0.5,0.5,0.0,5.389071729816501
Haight Ashbury,37.77335,-122.44489,Entire home/apt,4,125,4.95,f,6,294,43,78,0.25,0.25,0.5,5.5134287461649825
Mission,37.74856,-122.42105,Entire home/apt,4,6,5.0,t,0,237,48,78,0.5,0.25,0.5,5.170483995038151
Potrero Hill,37.7614,-122.39783,Entire home/apt,6,1,5.0,f,13,272,19,84,0.3333333333333333,0.16666666666666666,0.5,5.739792912179234
Western Addition,37.77802,-122.42431,Entire home/apt,2,23,4.91,t,0,283,19,31,0.0,0.5,0.0,4.787491742782046
Marina,37.80077,-122.42981,Entire home/apt,6,19,4.74,f,10,335,36,80,0.5,0.3333333333333333,0.5,5.8377304471659395
Nob Hill,37.79531,-122.41265,Entire home/apt,6,14,4.79,t,0,255,34,75,0.5,0.3333333333333333,0.5,5.631211781821365
Bernal Heights,37.747303,-122.409706,Entire home/apt,2,275,4.93,t,14,133,52,84,0.5,0.5,0.5,4.90527477843843
Mission,37.75454,-122.42242,Entire home/apt,6,6,4.33,t,6,259,43,77,0.5,0.5,0.5,5.003946305945459
Potrero Hill,37.76391,-122.3934,Entire home/apt,4,557,4.98,t,3,319,32,78,0.25,0.25,0.25,5.476463551931511
Inner Richmond,37.7756,-122.4776,Private room,2,55,4.75,t,7,328,30,66,0.5,0.5,0.5,4.736198448394496
Chinatown,37.79222428637281,-122.40788824861016,Entire home/apt,4,0,0.0,f,0,10,20,11,0.25,0.25,0.5,5.717027701406222
Bayview,37.73909,-122.39807,Private room,2,11,4.36,f,29,364,25,78,0.5,0.5,0.5,3.713572066704308
North Beach,37.80396,-122.41301,Private room,1,2,5.0,f,27,267,12,84,1.0,0.5,1.0,5.187385805840755
Potrero Hill,37.75625819583144,-122.39935530926554,Entire home/apt,6,20,5.0,t,13,225,55,45,0.3333333333333333,0.3333333333333333,0.5,6.040254711277414
Marina,37.79739047653177,-122.44473638760716,Private room,2,192,4.57,f,29,170,22,84,0.5,0.5,0.5,4.77912349311153
Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,6,0,0.0,f,7,296,49,63,0.5,0.16666666666666666,0.6666666666666666,5.988961416889864
South of Market,37.77714,-122.411,Entire home/apt,6,8,5.0,f,14,120,53,81,0.5,0.16666666666666666,0.5,6.052089168924417
Parkside,37.74351,-122.47472,Private room,2,12,4.92,t,8,343,46,75,0.5,0.5,0.5,4.634728988229636
Glen Park,37.73742,-122.43529,Entire home/apt,2,13,5.0,t,0,272,45,48,0.0,0.5,0.5,4.804021044733257
Noe Valley,37.7558,-122.43257,Entire home/apt,5,12,5.0,f,0,42,16,39,0.6,0.4,0.6,6.723832440821209
Castro/Upper Market,37.76295,-122.43424,Entire home/apt,4,0,0.0,f,0,223,29,48,0.5,0.5,0.5,4.7535901911063645
Outer Sunset,37.7512,-122.50424,Private room,2,165,4.81,t,27,359,36,76,0.5,0.5,0.5,4.48863636973214
Western Addition,37.77636,-122.43209,Entire home/apt,6,17,5.0,f,0,0,29,160,0.5,0.3333333333333333,0.6666666666666666,5.863631175598097
Mission,37.7558,-122.40671,Private room,1,0,0.0,t,0,335,21,87,1.0,1.0,1.0,4.0943445622221
Outer Sunset,37.76103,-122.50152,Entire home/apt,2,97,4.96,f,0,200,38,82,0.5,0.5,0.5,5.298317366548036
South of Market,37.7749,-122.41573,Entire home/apt,2,5,4.8,t,0,305,68,35,0.0,0.5,0.5,5.153291594497779
Presidio Heights,37.7876,-122.44745,Entire home/apt,2,91,4.95,t,3,231,51,80,0.5,0.5,0.5,5.44673737166631
West of Twin Peaks,37.73372,-122.45778,Entire home/apt,4,121,4.83,f,19,338,37,88,0.5,0.5,0.5,5.5093883366279774
South of Market,37.78173725830773,-122.40432050678577,Entire home/apt,2,31,5.0,t,15,59,45,75,0.5,0.5,0.5,5.736572297479192
Outer Mission,37.73135757446289,-122.44217681884766,Entire home/apt,2,10,5.0,t,0,329,21,65,0.5,0.5,0.5,4.948759890378168
Castro/Upper Market,37.76171,-122.4273,Entire home/apt,4,19,4.79,f,0,210,30,73,0.5,0.25,0.5,5.429345628954441
Castro/Upper Market,37.76495,-122.43061,Private room,2,1,5.0,t,12,274,14,66,0.5,0.5,0.5,4.624972813284271
Western Addition,37.78863,-122.42882,Entire home/apt,8,19,5.0,f,28,358,67,36,0.375,0.3125,0.5,7.1308988302963465
North Beach,37.80619,-122.41744,Private room,4,1,5.0,t,12,252,14,73,0.25,0.25,0.5,5.41610040220442
Parkside,37.74245616660865,-122.50423138281931,Entire home/apt,3,328,4.77,t,14,248,47,37,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.997212273764115
South of Market,37.7764063,-122.4151619,Private room,2,51,4.43,f,26,319,43,74,0.5,1.5,0.5,4.820281565605037
Nob Hill,37.78994369506836,-122.41272735595705,Entire home/apt,2,35,5.0,t,5,292,31,40,0.0,0.5,0.5,4.8283137373023015
North Beach,37.80065,-122.4084,Private room,2,52,4.6,f,6,280,16,60,0.5,0.5,0.5,5.147494476813453
Bayview,37.72212,-122.40008,Entire home/apt,6,130,4.78,t,10,125,43,84,0.5,0.3333333333333333,0.5,5.236441962829949
Russian Hill,37.8056755065918,-122.42237854003906,Entire home/apt,6,24,4.96,f,28,82,45,81,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.398594934535208
Western Addition,37.78600741730256,-122.43140722098175,Entire home/apt,2,0,0.0,f,28,363,42,78,0.5,0.5,0.5,5.986452005284438
Twin Peaks,37.75255,-122.45248,Entire home/apt,6,46,5.0,f,15,68,47,36,0.5,0.3333333333333333,0.5,5.4638318050256105
South of Market,37.76703,-122.39691,Private room,2,8,5.0,t,0,7,73,80,0.5,0.5,0.5,5.147494476813453
South of Market,37.77242,-122.42209,Private room,2,48,4.17,f,19,349,19,75,0.5,0.5,0.5,4.61512051684126
Western Addition,37.77827,-122.43053,Entire home/apt,4,69,4.78,f,4,103,37,33,1.0,0.375,1.0,5.1647859739235145
Castro/Upper Market,37.76378,-122.44128,Entire home/apt,5,37,4.95,f,3,3,37,82,0.6,0.4,0.6,6.20455776256869
Outer Sunset,37.75908444170659,-122.4847681345632,Entire home/apt,8,119,4.97,t,2,168,51,72,0.25,0.25,0.625,5.332718793265369
Mission,37.76302,-122.41999,Entire home/apt,2,21,4.52,f,4,262,25,33,0.5,0.5,0.5,4.787491742782046
Mission,37.75006,-122.42386,Private room,2,2,5.0,t,14,331,63,33,0.5,0.5,0.5,5.703782474656201
Outer Richmond,37.78456,-122.48197,Private room,1,5,4.8,t,0,315,20,80,1.0,1.0,1.0,4.007333185232471
Mission,37.76682,-122.42117,Private room,2,135,4.39,f,22,351,25,59,0.5,0.5,0.5,4.59511985013459
Outer Mission,37.7302,-122.44568,Private room,2,307,4.91,t,12,245,70,64,0.5,0.5,0.5,4.919980925828125
Outer Sunset,37.76517,-122.47909,Entire home/apt,6,5,4.2,f,30,270,35,78,0.5,0.16666666666666666,0.6666666666666666,4.74493212836325
Bernal Heights,37.73354,-122.4228,Entire home/apt,2,178,4.93,t,13,134,29,69,0.5,0.5,0.5,5.3612921657094255
Western Addition,37.78485,-122.42712,Entire home/apt,4,0,0.0,t,0,322,26,74,0.25,0.25,0.5,5.6131281063880705
Chinatown,37.79072,-122.40796,Entire home/apt,2,21,4.62,t,0,302,29,48,0.0,0.5,0.5,4.48863636973214
Russian Hill,37.79777,-122.41152,Entire home/apt,5,0,0.0,t,29,364,90,8,0.4,0.2,0.8,5.583496308781699
Russian Hill,37.80167,-122.42338,Entire home/apt,4,18,5.0,t,0,63,61,72,0.5,0.25,0.75,5.099866427824199
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,53,0.5,0.5,0.5,5.572154032177765
Chinatown,37.79241,-122.40667,Entire home/apt,2,18,4.72,f,0,100,41,74,0.5,0.5,0.5,4.74493212836325
Parkside,37.74485,-122.50806,Entire home/apt,4,8,5.0,t,0,156,23,62,0.5,0.5,0.75,5.25227342804663
South of Market,37.78097,-122.40628,Entire home/apt,4,60,4.75,t,14,74,53,47,0.25,0.25,0.25,5.10594547390058
Inner Richmond,37.7835,-122.47445,Private room,2,256,4.95,f,12,300,22,52,0.5,0.5,0.5,5.2832037287379885
Nob Hill,37.794284063412064,-122.41730067640913,Entire home/apt,2,1,5.0,f,20,324,50,49,1.5,0.5,1.0,5.10594547390058
