neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,geo_cluster,log_price
Potrero Hill,37.759933,-122.404805,Entire home/apt,4,301,4.66,f,24,299,58,0.5,0.25,0.5,7,5.375278407684165
Pacific Heights,37.78792,-122.44379,Entire home/apt,3,215,4.8,t,0,327,29,0.3333333333333333,0.3333333333333333,0.3333333333333333,24,5.087596335232384
North Beach,37.80101,-122.4022,Private room,2,24,4.71,t,30,365,6,0.5,0.5,0.5,18,5.0106352940962555
Outer Mission,37.73139151424886,-122.44769532233477,Entire home/apt,4,51,4.98,t,0,57,41,0.25,0.25,0.75,5,5.209486152841421
Potrero Hill,37.75956,-122.40186,Entire home/apt,2,534,4.72,t,11,321,29,0.0,0.5,0.5,7,5.087596335232384
Haight Ashbury,37.76545,-122.44938,Private room,1,226,4.8,t,1,254,67,2.0,1.5,1.0,21,4.454347296253507
Western Addition,37.7811,-122.44389,Private room,2,125,4.97,t,16,338,43,0.5,0.5,0.5,24,5.153291594497779
Mission,37.76023,-122.40916,Private room,2,371,4.93,t,7,158,21,0.5,0.5,0.5,20,4.8283137373023015
Excelsior,37.72686,-122.42014,Private room,2,242,4.02,t,0,324,47,0.5,0.5,0.5,2,4.04305126783455
Excelsior,37.72526,-122.4187,Private room,2,148,4.46,t,0,229,71,0.5,0.5,0.5,2,4.290459441148391
West of Twin Peaks,37.73875,-122.46224,Entire home/apt,4,144,4.91,t,17,341,46,0.5,0.25,0.75,19,5.41610040220442
Outer Richmond,37.77878,-122.48282,Entire home/apt,2,336,4.92,t,2,208,47,0.5,0.5,1.5,15,5.198497031265826
Twin Peaks,37.74725,-122.44512,Entire home/apt,4,0,0.0,t,0,139,76,0.5,0.5,0.75,21,5.293304824724492
Castro/Upper Market,37.75853508422632,-122.42777546480896,Entire home/apt,5,292,4.94,t,14,292,37,0.6,0.5,0.6,9,6.297109319933935
South of Market,37.78801727294922,-122.38972473144533,Entire home/apt,4,34,4.64,f,0,259,45,0.5,0.5,0.5,1,5.247024072160486
Western Addition,37.78785,-122.4319,Entire home/apt,8,15,4.8,t,8,34,67,0.5,0.4375,0.5,10,7.600902459542082
Western Addition,37.773834228515625,-122.42719268798828,Entire home/apt,2,860,4.91,t,10,59,49,0.5,0.5,0.5,6,5.0106352940962555
Nob Hill,37.79484,-122.41188,Entire home/apt,2,11,4.91,t,0,97,41,0.5,0.5,0.5,4,5.10594547390058
Bernal Heights,37.74043,-122.41299,Entire home/apt,2,370,4.95,t,16,351,61,0.0,0.5,0.5,2,5.2574953720277815
Potrero Hill,37.76321,-122.39799,Entire home/apt,2,336,4.82,f,4,132,42,0.5,0.5,0.5,7,5.424950017481403
Western Addition,37.77848,-122.44118,Private room,2,333,4.97,t,12,15,68,0.5,0.5,0.5,24,4.74493212836325
Castro/Upper Market,37.75759,-122.42569,Entire home/apt,7,188,4.75,t,7,120,37,0.5714285714285714,0.2857142857142857,0.8571428571428571,9,5.991464547107982
West of Twin Peaks,37.73545,-122.46474,Private room,1,236,4.74,t,29,364,29,1.0,3.0,1.0,19,4.04305126783455
South of Market,37.77985,-122.40496,Entire home/apt,2,121,4.63,f,0,210,44,0.5,0.5,0.5,1,5.0689042022202315
Noe Valley,37.75259,-122.42552,Entire home/apt,2,31,4.97,t,29,269,50,0.5,0.5,0.5,13,5.0106352940962555
Mission,37.76953,-122.4251,Entire home/apt,2,3,4.0,f,3,93,31,1.0,1.0,0.5,9,5.272999558563747
Inner Richmond,37.77643446823986,-122.4703525163174,Entire home/apt,2,427,4.91,t,3,12,38,0.5,0.5,1.0,15,5.176149732573829
Nob Hill,37.79424,-122.41493,Entire home/apt,2,200,4.76,t,18,30,32,0.5,0.5,0.5,4,4.6913478822291435
Marina,37.79824,-122.43483,Entire home/apt,4,9,4.89,t,0,186,11,0.5,0.5,0.5,3,5.598421958998375
Potrero Hill,37.76391,-122.3934,Entire home/apt,4,557,4.98,t,3,319,32,0.25,0.25,0.25,7,5.476463551931511
Western Addition,37.7757,-122.42966,Entire home/apt,4,162,4.81,t,10,262,49,0.5,0.5,0.5,6,5.003946305945459
Pacific Heights,37.79082,-122.43561,Entire home/apt,8,90,4.91,f,0,0,59,0.5,0.4375,0.5,3,6.79794041297493
Bayview,37.71926,-122.39355,Entire home/apt,6,20,4.8,f,28,137,23,0.3333333333333333,0.16666666666666666,0.3333333333333333,14,4.574710978503383
North Beach,37.80126,-122.40576,Entire home/apt,6,8,4.75,f,0,218,64,0.3333333333333333,0.16666666666666666,0.5,18,5.135798437050262
Mission,37.7539,-122.42339,Private room,1,132,4.79,f,3,223,26,1.0,1.5,1.0,13,4.532599493153256
Noe Valley,37.74231,-122.42687,Entire home/apt,4,122,4.96,t,0,53,50,0.5,0.375,0.75,13,5.318119993844216
Western Addition,37.78645,-122.43827,Entire home/apt,6,252,4.82,t,0,89,56,0.5,0.4166666666666667,0.5,3,6.476972362889683
Western Addition,37.77914,-122.43591,Entire home/apt,2,129,4.72,t,0,119,24,0.0,0.5,0.5,6,4.532599493153256
Excelsior,37.72253,-122.40874,Entire home/apt,3,311,4.83,t,13,341,79,0.3333333333333333,0.3333333333333333,0.6666666666666666,14,4.836281906951478
Mission,37.7548,-122.41119,Entire home/apt,2,32,4.91,f,0,14,60,0.5,0.5,0.5,20,4.882801922586371
Mission,37.76081,-122.41894,Private room,4,292,4.71,t,11,239,29,0.25,0.25,0.5,9,4.836281906951478
Bernal Heights,37.74035,-122.42012,Entire home/apt,2,39,4.49,f,25,360,38,0.5,0.5,0.5,2,5.135798437050262
South of Market,37.78627,-122.39069,Entire home/apt,2,31,5.0,f,0,262,48,0.0,0.5,0.5,1,5.030437921392435
Bernal Heights,37.73963,-122.41492,Private room,2,274,4.83,t,5,281,43,0.5,0.5,0.5,2,4.68213122712422
Bernal Heights,37.73925,-122.42,Entire home/apt,5,11,4.55,f,0,335,46,0.6,0.4,0.6,2,5.948034989180646
Haight Ashbury,37.77285,-122.45212,Entire home/apt,6,232,4.97,t,7,309,75,0.5,0.16666666666666666,0.5,24,6.464588303689961
Outer Mission,37.73234,-122.44256,Private room,2,459,4.9,t,9,334,64,0.5,0.5,1.0,5,4.77912349311153
Mission,37.75979232788086,-122.41967010498048,Entire home/apt,2,202,4.54,t,7,308,29,0.5,0.5,0.5,9,4.718498871295094
Mission,37.76155,-122.42443,Private room,2,82,4.8,f,30,365,4,0.5,0.5,0.5,9,4.605170185988092
Mission,37.74948,-122.42253,Private room,2,189,4.93,t,24,264,37,0.5,0.5,0.5,13,4.276666119016055
Golden Gate Park,37.77291,-122.46279,Private room,2,244,4.82,t,20,324,67,0.5,0.75,0.5,15,4.8283137373023015
Potrero Hill,37.75888,-122.39843,Entire home/apt,2,133,4.88,t,0,144,55,0.5,0.5,0.5,7,4.844187086458591
Presidio,37.801,-122.44779,Private room,2,545,4.91,t,16,339,57,0.5,1.0,0.5,3,5.043425116919247
Excelsior,37.73123,-122.42182,Private room,1,28,4.71,f,0,240,30,1.0,2.0,1.0,2,3.6375861597263857
West of Twin Peaks,37.72816,-122.45817,Private room,4,187,4.61,t,28,340,35,0.5,0.25,0.5,19,5.293304824724492
Bernal Heights,37.73867,-122.41935,Entire home/apt,13,0,0.0,t,0,9,49,0.5384615384615384,0.23076923076923078,0.6153846153846154,2,6.326149473155099
Haight Ashbury,37.76726,-122.4453,Entire home/apt,3,157,4.76,f,5,208,27,0.3333333333333333,0.3333333333333333,0.3333333333333333,21,4.700480365792417
Bernal Heights,37.74707,-122.40607,Entire home/apt,3,275,4.89,f,12,328,16,0.3333333333333333,0.3333333333333333,0.3333333333333333,20,4.90527477843843
Bernal Heights,37.74038314819336,-122.42191314697266,Private room,2,656,4.93,t,17,338,60,0.5,0.5,1.0,2,4.962844630259907
Mission,37.76605,-122.41669,Private room,2,409,4.78,t,1,234,29,0.5,1.0,0.5,9,4.787491742782046
Mission,37.7675,-122.41514,Private room,2,290,4.77,t,11,251,25,0.5,1.0,0.5,9,4.48863636973214
Mission,37.76458,-122.41571,Private room,2,377,4.76,t,7,242,25,0.5,1.0,0.5,9,4.727387818712341
Mission,37.76538,-122.41461,Private room,2,364,4.76,t,3,239,29,0.5,1.0,0.5,9,4.762173934797756
Inner Richmond,37.77842,-122.46802,Private room,2,546,4.84,t,10,337,38,0.5,0.5,1.0,15,4.276666119016055
Western Addition,37.77432,-122.43644,Private room,2,558,4.96,t,11,222,59,0.5,0.5,0.5,6,4.709530201312334
Outer Sunset,37.7472,-122.50567,Entire home/apt,4,181,4.9,t,18,165,54,0.5,0.25,0.75,17,5.560681631015528
North Beach,37.80008,-122.4056,Entire home/apt,6,105,4.72,t,21,356,53,0.16666666666666666,0.16666666666666666,0.3333333333333333,18,5.135798437050262
Pacific Heights,37.79344,-122.43571,Entire home/apt,4,41,4.46,t,0,9,14,0.5,0.25,1.5,3,6.39024066706535
Downtown/Civic Center,37.78747,-122.41127,Private room,2,20,5.0,f,0,2,16,0.5,0.5,0.5,4,5.521460917862246
Marina,37.79793,-122.4418,Private room,4,87,4.98,t,4,108,34,0.25,0.375,0.25,3,6.345636360828596
Presidio,37.79802,-122.44742,Entire home/apt,2,26,4.88,t,0,242,48,0.0,0.5,0.5,3,5.4116460518550396
Western Addition,37.78639,-122.44565,Private room,3,523,4.93,t,0,263,26,0.6666666666666666,0.3333333333333333,0.6666666666666666,24,5.231108616854587
Downtown/Civic Center,37.78803610007067,-122.4081741289608,Private room,2,20,4.85,t,19,169,39,0.5,0.5,0.5,4,4.844187086458591
Nob Hill,37.79228,-122.41575,Entire home/apt,6,20,4.4,f,30,365,22,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,5.953243334287785
Glen Park,37.73862,-122.42717,Entire home/apt,4,19,4.89,f,0,282,18,0.25,0.25,0.5,2,4.727387818712341
South of Market,37.78444,-122.3938,Entire home/apt,2,54,4.65,t,0,229,50,0.5,0.5,0.5,1,4.852030263919617
Western Addition,37.77703,-122.44039,Private room,2,310,4.81,t,7,314,50,0.5,0.5,1.0,24,4.553876891600541
Noe Valley,37.75322,-122.43647,Entire home/apt,2,185,4.89,t,11,345,32,0.5,0.5,0.5,13,5.7430031878094825
Bernal Heights,37.74199,-122.42103,Entire home/apt,2,542,4.91,t,3,193,40,0.5,0.5,0.5,2,5.19295685089021
West of Twin Peaks,37.74193,-122.46531,Entire home/apt,2,567,4.82,t,1,109,36,0.5,0.5,0.5,19,4.30406509320417
Marina,37.80132,-122.43092,Entire home/apt,4,66,4.88,f,30,365,33,0.5,0.375,0.75,3,6.182084906716632
Western Addition,37.77698,-122.44192,Entire home/apt,4,82,4.48,t,6,80,61,0.5,0.25,0.5,24,5.459585514144159
Nob Hill,37.793583,-122.41539,Entire home/apt,2,18,4.24,f,1,336,14,0.0,0.5,0.5,4,4.605170185988092
Potrero Hill,37.76182,-122.40388,Entire home/apt,5,3,5.0,t,1,247,46,0.6,0.5,0.6,7,5.62040086571715
Downtown/Civic Center,37.78907,-122.40965,Private room,4,34,5.0,f,24,166,26,0.25,0.25,0.5,4,5.666426688112432
Inner Richmond,37.78611755371094,-122.47742462158205,Entire home/apt,4,296,4.94,t,10,280,53,0.25,0.25,0.75,15,5.187385805840755
Golden Gate Park,37.77353,-122.45986,Private room,2,244,4.83,t,1,329,64,0.5,0.75,0.5,24,4.8283137373023015
Russian Hill,37.79979,-122.42008,Entire home/apt,6,72,4.97,f,15,316,61,0.5,0.3333333333333333,0.5,18,6.5998704992128365
Haight Ashbury,37.76791,-122.44643,Entire home/apt,3,528,4.86,t,10,51,30,0.3333333333333333,0.3333333333333333,0.3333333333333333,21,4.962844630259907
Haight Ashbury,37.76841,-122.45009,Entire home/apt,2,145,4.67,t,0,160,27,0.5,0.5,0.5,21,4.59511985013459
Castro/Upper Market,37.7563,-122.43416,Entire home/apt,6,385,4.92,t,6,206,31,0.5,0.4166666666666667,0.5,13,6.26530121273771
Russian Hill,37.80232,-122.41871,Entire home/apt,2,415,4.9,t,6,197,44,0.5,0.5,0.5,18,5.351858133476067
Haight Ashbury,37.76342,-122.4483,Entire home/apt,1,86,4.69,f,29,89,38,1.0,1.0,1.0,21,5.198497031265826
Noe Valley,37.75183,-122.44259,Entire home/apt,2,2,5.0,f,0,148,39,0.5,0.5,0.0,21,4.6913478822291435
Castro/Upper Market,37.75765,-122.42953,Entire home/apt,2,39,4.59,f,27,362,27,0.5,0.5,0.5,13,4.941642422609304
Twin Peaks,37.75255,-122.45248,Entire home/apt,6,46,5.0,f,15,68,47,0.5,0.3333333333333333,0.5,21,5.4638318050256105
Russian Hill,37.79887,-122.41086,Entire home/apt,4,120,4.93,t,7,16,51,0.5,0.375,0.75,18,5.752572638825633
Bernal Heights,37.73281,-122.42668,Private room,1,28,4.96,f,0,255,31,1.0,2.0,1.0,2,4.31748811353631
Western Addition,37.77727,-122.44638,Private room,2,81,4.9,f,0,209,56,0.5,0.5,0.5,24,5.4638318050256105
Inner Richmond,37.78004,-122.44906,Entire home/apt,2,44,4.55,t,2,257,25,0.0,0.5,0.5,24,4.30406509320417
Castro/Upper Market,37.75809,-122.44163,Private room,2,166,4.92,t,2,10,57,0.5,0.5,0.5,21,4.927253685157205
Mission,37.76919213533054,-122.42515023874851,Entire home/apt,5,97,4.98,t,0,9,69,0.4,0.3,0.6,9,5.991464547107982
Glen Park,37.73389,-122.4324,Entire home/apt,10,227,4.78,t,1,241,61,0.3,0.2,0.5,5,6.1092475827643655
Mission,37.75394,-122.42226,Private room,2,249,4.99,t,3,33,41,0.5,0.5,0.5,13,4.875197323201151
Bernal Heights,37.74356,-122.4094,Private room,6,150,4.93,t,12,304,76,0.3333333333333333,0.16666666666666666,0.8333333333333334,20,5.616771097666572
Presidio,37.80954,-122.4767,Private room,2,244,4.86,f,27,362,27,0.5,0.5,0.5,15,5.857933154483459
Outer Sunset,37.75723,-122.50596,Entire home/apt,2,420,4.88,t,13,331,25,0.0,0.5,0.5,17,4.90527477843843
Russian Hill,37.79825,-122.41366,Entire home/apt,4,122,4.94,f,0,108,48,0.5,0.25,0.5,18,4.90527477843843
Haight Ashbury,37.77493,-122.44547,Private room,2,222,4.97,t,0,123,57,0.5,0.5,0.5,24,4.941642422609304
Castro/Upper Market,37.76448,-122.44312,Private room,2,552,4.95,t,13,280,47,0.5,0.5,0.5,21,5.049856007249537
Haight Ashbury,37.76732,-122.44858,Entire home/apt,8,78,4.91,t,7,310,49,0.375,0.1875,0.5,21,5.541263545158426
Marina,37.79712,-122.44556,Entire home/apt,4,9,5.0,f,0,258,50,0.75,0.5,0.75,3,5.926926025970411
Russian Hill,37.8001751473809,-122.41466614408216,Entire home/apt,5,29,4.93,f,6,239,61,0.6,0.4,0.6,18,6.856461984594587
Twin Peaks,37.74764,-122.44752,Entire home/apt,6,42,4.88,f,23,353,28,0.5,0.3333333333333333,0.5,21,6.304448802421981
Potrero Hill,37.76054,-122.39221,Entire home/apt,2,164,4.87,t,11,197,49,0.5,0.5,0.5,7,5.0369526024136295
Noe Valley,37.74248,-122.4251,Entire home/apt,2,248,4.75,t,2,312,45,0.0,0.5,0.5,13,5.0106352940962555
Outer Sunset,37.76359,-122.49762,Entire home/apt,4,835,4.82,t,2,268,62,0.5,0.25,0.75,17,5.393627546352362
Marina,37.79812,-122.43654,Private room,2,521,4.88,t,4,84,42,0.5,0.5,0.5,3,4.890349128221754
Mission,37.7673,-122.41764,Private room,2,505,4.92,t,11,157,46,0.5,0.5,0.5,9,4.882801922586371
Noe Valley,37.75575,-122.44029,Entire home/apt,2,763,4.87,t,7,228,27,0.5,0.5,0.5,21,4.61512051684126
Haight Ashbury,37.76395,-122.44767,Private room,2,252,4.99,f,12,275,31,0.5,0.5,0.5,21,5.062595033026967
Pacific Heights,37.79026,-122.42914,Entire home/apt,4,109,4.45,f,11,346,25,0.5,0.25,0.75,10,6.1092475827643655
Bayview,37.74946,-122.39427,Private room,1,402,4.93,t,16,157,36,1.0,1.0,1.0,7,4.663439094112067
Bernal Heights,37.73606,-122.42367,Entire home/apt,2,353,4.96,t,3,38,38,0.5,0.5,0.5,2,4.867534450455582
Pacific Heights,37.79608,-122.43571,Entire home/apt,2,4,4.25,f,0,229,21,1.0,0.5,1.0,3,5.62040086571715
Haight Ashbury,37.76787,-122.44961,Entire home/apt,6,42,4.83,f,13,13,45,0.5,0.25,0.5,21,6.317164686747284
Potrero Hill,37.75713,-122.39694,Private room,2,532,4.9,t,10,237,39,0.5,0.5,0.5,7,4.762173934797756
Mission,37.76048,-122.42223,Entire home/apt,3,23,4.78,f,0,179,32,1.0,0.3333333333333333,1.0,9,5.332718793265369
Diamond Heights,37.746113,-122.443748,Private room,2,0,0.0,f,0,243,53,0.5,0.5,0.5,21,4.382026634673881
Castro/Upper Market,37.75651,-122.42785,Entire home/apt,6,39,4.85,f,16,335,11,0.5,0.5833333333333334,0.5,13,6.762729506931879
Noe Valley,37.75333,-122.42661,Entire home/apt,2,70,4.71,f,0,305,30,0.5,0.5,0.5,13,4.605170185988092
Bernal Heights,37.74234,-122.42355,Entire home/apt,3,4,5.0,t,0,321,33,1.0,0.3333333333333333,1.0,2,5.1647859739235145
Russian Hill,37.79941,-122.41859,Entire home/apt,2,12,4.42,f,0,335,25,0.5,0.5,0.5,18,4.890349128221754
Castro/Upper Market,37.76714,-122.43748,Entire home/apt,5,379,4.78,t,1,83,29,0.4,0.2,0.4,6,5.60947179518496
Russian Hill,37.79688,-122.42296,Entire home/apt,2,137,4.85,t,4,321,44,0.5,0.5,0.5,10,4.787491742782046
Downtown/Civic Center,37.78788,-122.41146,Private room,2,20,4.85,f,27,362,10,0.5,0.5,0.5,4,5.2574953720277815
Haight Ashbury,37.7694,-122.44749,Entire home/apt,7,31,4.97,t,0,270,54,0.42857142857142855,0.21428571428571427,0.5714285714285714,24,5.560681631015528
Glen Park,37.73896,-122.42644,Entire home/apt,4,40,4.93,t,0,283,64,0.5,0.25,0.5,2,5.393627546352362
Mission,37.749,-122.42244,Private room,2,200,4.93,t,15,246,42,0.5,0.5,1.5,13,4.3694478524670215
Noe Valley,37.74348,-122.4261,Private room,2,86,4.88,t,24,24,46,0.5,0.5,0.5,13,4.356708826689592
Mission,37.75321,-122.41688,Entire home/apt,6,122,4.88,f,30,365,17,0.5,0.3333333333333333,0.5,20,6.220590170099739
Noe Valley,37.75113,-122.43925,Entire home/apt,3,18,4.89,t,0,276,44,0.3333333333333333,0.3333333333333333,0.3333333333333333,21,4.941642422609304
Haight Ashbury,37.76394,-122.45119,Entire home/apt,2,56,4.96,t,12,221,39,0.5,0.5,0.5,21,5.337538079701318
Castro/Upper Market,37.76685,-122.43499,Entire home/apt,3,527,4.86,t,6,225,44,0.0,0.3333333333333333,0.6666666666666666,6,5.10594547390058
Nob Hill,37.7904,-122.41357,Entire home/apt,12,121,4.96,t,11,336,83,0.25,0.16666666666666666,0.3333333333333333,4,6.507277712385012
Noe Valley,37.7548,-122.43413,Private room,2,429,4.84,t,4,112,15,0.5,0.5,0.5,13,4.663439094112067
Bernal Heights,37.74427,-122.42386,Entire home/apt,3,10,5.0,t,24,359,41,1.0,0.3333333333333333,1.0,13,5.225746673713202
Western Addition,37.77285,-122.43068,Private room,1,3,3.67,f,30,122,12,1.0,1.0,1.0,6,4.07753744390572
Western Addition,37.77233,-122.43222,Private room,1,2,4.0,f,30,365,7,1.0,1.0,1.0,6,4.219507705176107
Western Addition,37.77095,-122.43054,Private room,1,0,0.0,f,30,365,8,1.0,1.5,1.0,6,4.454347296253507
Potrero Hill,37.76241,-122.3972,Entire home/apt,4,130,4.92,t,2,49,40,0.5,0.25,0.5,7,6.1092475827643655
Pacific Heights,37.79727,-122.42396,Private room,2,192,4.58,f,30,268,19,0.5,0.5,0.5,10,4.997212273764115
Pacific Heights,37.79702,-122.42433,Private room,4,373,4.51,f,30,268,22,0.25,0.25,0.5,10,5.003946305945459
Marina,37.7993,-122.42534,Private room,4,365,4.53,f,30,268,19,0.25,0.25,0.5,10,5.0106352940962555
Bayview,37.73751,-122.38526,Entire home/apt,2,163,4.8,f,29,89,43,1.0,0.5,1.0,14,5.017279836814924
Bernal Heights,37.743557,-122.409401,Private room,4,334,4.91,t,12,304,74,0.25,0.25,0.75,20,5.4680601411351315
Marina,37.79717,-122.44547,Entire home/apt,2,78,4.79,t,13,342,30,0.5,0.5,0.5,3,5.236441962829949
Western Addition,37.774849,-122.436317,Entire home/apt,3,62,4.71,f,11,331,38,0.3333333333333333,0.3333333333333333,1.0,6,4.787491742782046
Bernal Heights,37.743523,-122.409355,Private room,3,268,4.92,t,12,304,71,0.3333333333333333,0.3333333333333333,1.0,20,5.497168225293202
Mission,37.75324,-122.41823,Entire home/apt,4,166,4.63,f,0,312,34,0.25,0.25,0.25,20,4.74493212836325
Pacific Heights,37.79737,-122.42382,Private room,2,401,4.59,f,0,328,19,0.5,0.5,0.5,10,4.787491742782046
Bernal Heights,37.74429,-122.4084,Entire home/apt,2,28,4.96,t,0,117,37,0.5,0.5,0.5,20,5.0106352940962555
Russian Hill,37.79767,-122.41866,Entire home/apt,2,67,4.87,t,0,248,48,0.5,0.5,0.5,18,4.844187086458591
North Beach,37.80021,-122.40509,Entire home/apt,2,118,4.73,f,0,267,45,0.5,0.5,0.5,18,4.74493212836325
Outer Sunset,37.75714,-122.5082,Entire home/apt,3,99,4.96,t,0,29,35,0.3333333333333333,0.3333333333333333,0.3333333333333333,17,5.375278407684165
Outer Sunset,37.75859,-122.50797,Entire home/apt,3,628,4.97,f,0,24,40,0.3333333333333333,0.3333333333333333,0.6666666666666666,17,4.897839799950911
Western Addition,37.78355,-122.43062,Entire home/apt,2,586,4.92,t,11,335,29,0.5,0.5,0.5,10,5.056245805348308
Pacific Heights,37.79273,-122.43549,Private room,2,86,4.72,t,0,270,23,0.5,0.5,0.5,3,5.075173815233827
Inner Richmond,37.78299,-122.47593,Entire home/apt,2,19,5.0,t,19,335,44,0.5,0.5,0.5,15,4.8283137373023015
West of Twin Peaks,37.74215,-122.4575,Entire home/apt,2,314,4.97,t,1,222,42,0.5,0.5,0.5,19,5.135798437050262
Pacific Heights,37.79702,-122.4241,Private room,4,448,4.6,f,0,321,20,0.25,0.25,0.5,10,5.0106352940962555
Western Addition,37.77069,-122.4324,Private room,1,0,0.0,f,30,180,5,1.0,2.0,1.0,6,4.219507705176107
Western Addition,37.78736,-122.44512,Private room,2,316,4.93,t,7,293,39,0.5,0.5,0.5,24,5.429345628954441
Noe Valley,37.74567,-122.43227,Entire home/apt,2,31,4.71,f,0,304,65,0.5,0.5,0.5,13,4.948759890378168
North Beach,37.79939,-122.40576,Private room,2,210,4.61,t,19,316,33,0.5,2.5,0.5,18,4.74493212836325
Western Addition,37.78863,-122.42882,Entire home/apt,8,19,5.0,f,28,358,67,0.375,0.3125,0.5,10,7.1308988302963465
West of Twin Peaks,37.73772,-122.46597,Entire home/apt,2,150,4.89,t,19,302,59,0.5,0.5,0.0,19,4.882801922586371
Twin Peaks,37.75745,-122.44518,Entire home/apt,2,56,4.93,t,9,232,67,0.5,0.5,0.5,21,5.0689042022202315
Western Addition,37.77725,-122.44567,Entire home/apt,4,84,4.82,t,0,320,42,0.25,0.25,0.5,24,4.976733742420574
Mission,37.75602,-122.42324,Entire home/apt,1,42,4.69,f,11,161,24,1.0,1.0,1.0,9,5.049856007249537
North Beach,37.7991,-122.4048,Shared room,5,426,4.7,t,28,328,27,0.2,2.0,1.6,18,3.6635616461296463
Mission,37.7683,-122.42539,Private room,2,195,4.94,t,0,204,52,0.5,0.5,0.5,9,4.553876891600541
Presidio Heights,37.78361,-122.45416,Entire home/apt,2,28,4.75,t,0,139,50,0.5,0.5,0.5,24,4.59511985013459
Nob Hill,37.79202,-122.42089,Private room,2,11,4.82,f,0,305,13,0.5,0.5,0.5,10,4.189654742026425
Nob Hill,37.79035,-122.42053,Private room,1,16,4.69,f,0,323,19,1.0,1.0,1.0,10,4.343805421853684
Inner Richmond,37.78305,-122.47407,Private room,2,15,4.33,f,0,283,18,0.5,0.5,0.5,15,4.382026634673881
Inner Richmond,37.78384,-122.47591,Private room,2,21,4.19,f,0,98,12,0.5,0.5,0.0,15,4.382026634673881
Western Addition,37.78288,-122.44062,Private room,1,16,4.94,t,2,152,32,1.0,1.0,0.0,24,4.543294782270004
Western Addition,37.78433,-122.44213,Private room,1,10,4.9,t,0,122,22,1.0,1.0,1.0,24,4.276666119016055
West of Twin Peaks,37.72917,-122.46299,Entire home/apt,3,42,4.95,t,0,146,68,0.6666666666666666,0.3333333333333333,0.6666666666666666,19,5.926926025970411
Mission,37.75254,-122.40497,Entire home/apt,5,665,4.95,t,5,168,58,0.2,0.2,0.6,20,5.351858133476067
Mission,37.75808,-122.42114,Entire home/apt,2,37,4.76,f,0,335,45,0.5,0.5,0.5,9,5.384495062789089
Pacific Heights,37.79756,-122.42396,Private room,2,227,4.55,f,30,268,19,0.5,0.5,0.5,10,4.859812404361672
Excelsior,37.72729,-122.42926,Private room,2,132,4.87,t,29,364,18,0.5,0.5,0.5,2,4.499809670330265
Noe Valley,37.74551,-122.43283,Entire home/apt,2,557,4.77,f,9,57,24,0.5,0.5,1.0,13,4.867534450455582
Downtown/Civic Center,37.78841,-122.40927,Entire home/apt,4,56,4.95,f,30,357,27,0.0,0.25,0.5,4,5.700443573390687
Potrero Hill,37.76073,-122.39041,Entire home/apt,2,26,4.85,t,2,180,42,0.5,0.75,0.5,7,4.969813299576001
Mission,37.75605,-122.4112,Private room,1,70,4.87,f,0,334,46,1.0,1.0,1.0,20,4.343805421853684
Bernal Heights,37.7407,-122.42001,Entire home/apt,2,41,4.93,t,0,179,34,0.5,0.5,1.0,2,4.700480365792417
Marina,37.79802,-122.44187,Entire home/apt,5,116,4.99,t,3,197,56,0.4,0.3,0.6,3,6.345636360828596
Financial District,37.79738,-122.40479,Private room,2,160,4.75,t,27,326,35,0.5,0.5,1.0,4,4.700480365792417
Pacific Heights,37.79702,-122.42575,Private room,5,331,4.45,f,24,258,20,0.2,0.2,0.6,10,5.19295685089021
Russian Hill,37.80201,-122.41891,Entire home/apt,2,158,4.67,t,0,81,30,0.5,0.5,1.0,18,4.969813299576001
Western Addition,37.78101,-122.4321,Private room,1,31,4.84,f,0,314,23,1.0,1.0,1.0,6,4.007333185232471
Mission,37.7612,-122.41914,Private room,1,289,5.0,t,13,157,67,1.0,1.0,1.0,9,4.787491742782046
Nob Hill,37.79061,-122.42111,Private room,2,27,4.78,f,0,324,13,0.5,0.5,0.5,10,4.477336814478207
